type	x	y	z	density
t = 0
1	0	4	1	0.064243
1	0	4	2	0.120590
1	0	4	3	0.269067
1	0	4	4	0.870419
1	0	4	5	0.675040
1	0	4	6	0.472581
1	0	4	7	0.025223
1	0	5	0	0.000000
1	0	5	1	0.021319
1	0	5	2	0.242909
1	0	5	3	-0.087571
1	0	5	4	0.184397
1	0	5	5	0.132810
1	0	5	6	0.182109
1	0	5	7	-0.001597
1	0	6	0	0.000000
1	0	6	1	-0.099283
1	0	6	2	0.059348
1	0	6	3	2.074870
1	0	6	4	3.125081
1	0	6	5	0.814501
1	0	6	6	0.031440
1	0	6	7	0.000000
1	0	7	0	0.000000
1	0	7	1	-0.000001
1	0	7	2	-0.066345
1	0	7	3	0.708153
1	0	7	4	1.571517
1	0	7	5	0.599294
1	0	7	6	0.213981
1	0	7	7	0.000000
1	1	0	0	0.000143
1	1	0	1	0.030567
1	1	0	2	0.776070
1	1	0	3	1.527308
1	1	0	4	5.653829
1	1	0	5	4.290497
1	1	0	6	0.535478
1	1	0	7	-0.114493
1	1	1	0	0.008575
1	1	1	1	0.002410
1	1	1	2	0.200029
1	1	1	3	0.040090
1	1	1	4	0.416693
1	1	1	5	0.872532
1	1	1	6	0.410826
1	1	1	7	0.225563
1	1	2	0	0.004626
1	1	2	1	0.333229
1	1	2	2	0.074350
1	1	2	3	0.256002
1	1	2	4	0.242031
1	1	2	5	0.382468
1	1	2	6	0.760863
1	1	2	7	0.230281
1	1	3	0	0.693656
1	1	3	1	0.224183
1	1	3	2	0.216483
1	1	3	3	0.293026
1	1	3	4	0.321846
1	1	3	5	0.938377
1	1	3	6	0.439650
1	1	3	7	0.092914
1	1	4	0	-0.027820
1	1	4	1	0.012300
1	1	4	2	1.045909
1	1	4	3	2.561522
1	1	4	4	0.895560
1	1	4	5	0.169297
1	1	4	6	0.409182
1	1	4	7	0.669565
1	1	5	0	0.021309
1	1	5	1	-0.004770
1	1	5	2	0.048617
1	1	5	3	0.188374
1	1	5	4	0.117423
1	1	5	5	0.358765
1	1	5	6	0.226610
1	1	5	7	0.021808
1	1	6	0	0.000000
1	1	6	1	0.000000
1	1	6	2	0.045438
1	1	6	3	0.063073
1	1	6	4	-0.023438
1	1	6	5	0.010490
1	1	6	6	0.114054
1	1	6	7	0.000000
1	1	7	0	0.000000
1	1	7	1	0.014784
1	1	7	2	0.433667
1	1	7	3	0.981491
1	1	7	4	3.580938
1	1	7	5	2.072222
1	1	7	6	0.177739
1	1	7	7	0.001903
1	2	0	0	-0.080829
1	2	0	1	-0.098593
1	2	0	2	2.254990
1	2	0	3	1.687475
1	2	0	4	5.147985
1	2	0	5	3.588145
1	2	0	6	1.512276
1	2	0	7	0.180018
1	2	1	0	0.012115
1	2	1	1	-0.105859
1	2	1	2	0.152549
1	2	1	3	0.421423
1	2	1	4	3.542670
1	2	1	5	4.274494
1	2	1	6	2.382789
1	2	1	7	1.435181
1	2	2	0	0.117117
1	2	2	1	0.084803
1	2	2	2	-0.053665
1	2	2	3	0.262958
1	2	2	4	0.298509
1	2	2	5	1.026646
1	2	2	6	0.265850
1	2	2	7	0.289298
1	2	3	0	0.428258
1	2	3	1	0.060560
1	2	3	2	-0.296932
1	2	3	3	0.871575
1	2	3	4	0.201982
1	2	3	5	1.025967
1	2	3	6	0.440570
1	2	3	7	0.384709
1	2	4	0	0.364790
1	2	4	1	0.182693
1	2	4	2	0.065453
1	2	4	3	0.187493
1	2	4	4	0.028389
1	2	4	5	0.741006
1	2	4	6	0.083057
1	2	4	7	0.537141
1	2	5	0	0.015102
1	2	5	1	0.038150
1	2	5	2	-0.007916
1	2	5	3	0.011737
1	2	5	4	0.000012
1	2	5	5	0.142142
1	2	5	6	0.651275
1	2	5	7	-0.003566
1	2	6	0	0.000000
1	2	6	1	0.002323
1	2	6	2	0.023326
1	2	6	3	-0.065324
1	2	6	4	-0.000637
1	2	6	5	-0.009723
1	2	6	6	0.006456
1	2	6	7	0.000000
1	2	7	0	0.000000
1	2	7	1	-0.023493
1	2	7	2	-0.328959
1	2	7	3	0.155012
1	2	7	4	-0.345409
1	2	7	5	-0.179142
1	2	7	6	-0.119654
1	2	7	7	-0.003288
1	3	0	0	-0.017974
1	3	0	1	-0.038537
1	3	0	2	-0.001256
1	3	0	3	-0.048875
1	3	0	4	-0.476021
1	3	0	5	-0.099947
1	3	0	6	-0.020695
1	3	0	7	-0.079397
1	3	1	0	0.358542
1	3	1	1	0.592299
1	3	1	2	0.033061
1	3	1	3	1.151674
1	3	1	4	4.997794
1	3	1	5	2.140392
1	3	1	6	0.843878
1	3	1	7	1.399866
1	3	2	0	0.899846
1	3	2	1	0.326643
1	3	2	2	1.300306
1	3	2	3	1.290731
1	3	2	4	3.101658
1	3	2	5	1.950242
1	3	2	6	1.856461
1	3	2	7	0.724928
1	3	3	0	0.006446
1	3	3	1	0.036936
1	3	3	2	0.445328
1	3	3	3	-0.000109
1	3	3	4	0.816964
1	3	3	5	0.460896
1	3	3	6	0.218672
1	3	3	7	-0.187346
1	3	4	0	0.134880
1	3	4	1	-0.049637
1	3	4	2	0.645281
1	3	4	3	0.107538
1	3	4	4	0.190227
1	3	4	5	0.653028
1	3	4	6	0.444453
1	3	4	7	0.162181
1	3	5	0	0.005393
1	3	5	1	-0.008719
1	3	5	2	0.012197
1	3	5	3	0.049762
1	3	5	4	0.099033
1	3	5	5	0.369539
1	3	5	6	0.110300
1	3	5	7	0.149194
1	3	6	0	0.000000
1	3	6	1	0.001534
1	3	6	2	-0.024893
1	3	6	3	-0.009257
1	3	6	4	0.000022
1	3	6	5	-0.001139
1	3	6	6	0.005787
1	3	6	7	0.000000
1	3	7	0	0.000000
1	3	7	1	-0.010780
1	3	7	2	-0.065505
1	3	7	3	0.039757
1	3	7	4	0.000000
1	3	7	5	0.000000
1	3	7	6	0.000000
1	3	7	7	0.000000
1	4	0	0	0.000271
1	4	0	1	-0.001742
1	4	0	2	0.002238
1	4	0	3	-0.037079
1	4	0	4	-0.000085
1	4	0	5	0.000000
1	4	0	6	0.000000
1	4	0	7	0.000000
1	4	1	0	-0.273079
1	4	1	1	-0.232081
1	4	1	2	-0.276452
1	4	1	3	-0.073023
1	4	1	4	-0.256855
1	4	1	5	0.013409
1	4	1	6	-0.200493
1	4	1	7	-0.181149
1	4	2	0	2.160536
1	4	2	1	0.845089
1	4	2	2	3.998931
1	4	2	3	3.170646
1	4	2	4	3.574592
1	4	2	5	1.026756
1	4	2	6	1.424460
1	4	2	7	1.332664
1	4	3	0	1.958372
1	4	3	1	4.036712
1	4	3	2	3.403302
1	4	3	3	3.425034
1	4	3	4	3.124870
1	4	3	5	2.106147
1	4	3	6	3.130328
1	4	3	7	3.422758
1	4	4	0	0.052063
1	4	4	1	0.021112
1	4	4	2	0.050305
1	4	4	3	0.529574
1	4	4	4	0.384070
1	4	4	5	0.409100
1	4	4	6	0.236715
1	4	4	7	0.393442
1	4	5	0	0.000000
1	4	5	1	-0.016320
1	4	5	2	0.248314
1	4	5	3	0.235593
1	4	5	4	-0.063280
1	4	5	5	0.414077
1	4	5	6	0.015162
1	4	5	7	0.040528
1	4	6	0	0.000000
1	4	6	1	0.000000
1	4	6	2	-0.158510
1	4	6	3	0.074767
1	4	6	4	-0.112551
1	4	6	5	0.121252
1	4	6	6	0.000000
1	4	6	7	0.000000
1	4	7	0	0.000000
1	4	7	1	0.000000
1	4	7	2	0.019290
1	4	7	3	-0.016499
1	4	7	4	-0.004722
1	4	7	5	-0.000771
1	4	7	6	0.000000
1	4	7	7	0.000000
1	5	0	0	0.000000
1	5	0	1	0.000000
1	5	0	2	-0.015146
1	5	0	3	0.302678
1	5	0	4	0.259504
1	5	0	5	0.059085
1	5	0	6	0.000000
1	5	0	7	0.000000
1	5	1	0	-0.001091
1	5	1	1	-0.000250
1	5	1	2	0.000000
1	5	1	3	0.000017
1	5	1	4	-0.001950
1	5	1	5	0.034140
1	5	1	6	0.004508
1	5	1	7	0.000000
1	5	2	0	-0.138321
1	5	2	1	-0.311406
1	5	2	2	-0.142846
1	5	2	3	-0.467597
1	5	2	4	-0.165905
1	5	2	5	-0.167225
1	5	2	6	-0.309572
1	5	2	7	-0.219219
1	5	3	0	0.914874
1	5	3	1	2.665134
1	5	3	2	4.541490
1	5	3	3	3.067374
1	5	3	4	3.993854
1	5	3	5	0.945546
1	5	3	6	1.308431
1	5	3	7	3.754958
1	5	4	0	0.985851
1	5	4	1	1.409571
1	5	4	2	3.894055
1	5	4	3	2.267908
1	5	4	4	3.736963
1	5	4	5	3.010174
1	5	4	6	2.623927
1	5	4	7	1.239258
1	5	5	0	-0.026106
1	5	5	1	0.133181
1	5	5	2	0.587655
1	5	5	3	0.649879
1	5	5	4	0.136293
1	5	5	5	0.152950
1	5	5	6	0.046276
1	5	5	7	0.025495
1	5	6	0	0.000000
1	5	6	1	0.000004
1	5	6	2	0.073521
1	5	6	3	0.947332
1	5	6	4	0.588756
1	5	6	5	0.434202
1	5	6	6	0.001032
1	5	6	7	0.000000
1	5	7	0	0.000000
1	5	7	1	0.000000
1	5	7	2	-0.016512
1	5	7	3	0.297506
1	5	7	4	-0.126607
1	5	7	5	-0.011621
1	5	7	6	-0.010575
1	5	7	7	0.000000
1	6	0	0	0.000000
1	6	0	1	0.000000
1	6	0	2	0.000000
1	6	0	3	0.250867
1	6	0	4	0.239329
1	6	0	5	0.153429
1	6	0	6	0.000000
1	6	0	7	0.000000
1	6	1	0	0.000000
1	6	1	1	0.000000
1	6	1	2	0.000000
1	6	1	3	0.038431
1	6	1	4	-0.093836
1	6	1	5	0.077028
1	6	1	6	-0.005467
1	6	1	7	0.000000
1	6	2	0	0.000000
1	6	2	1	-0.000127
1	6	2	2	0.010788
1	6	2	3	-0.064344
1	6	2	4	-0.234915
1	6	2	5	0.617134
1	6	2	6	0.181927
1	6	2	7	0.000000
1	6	3	0	-0.124162
1	6	3	1	0.011860
1	6	3	2	-0.307432
1	6	3	3	-0.339366
1	6	3	4	-0.450220
1	6	3	5	0.314260
1	6	3	6	-0.035697
1	6	3	7	-0.071925
1	6	4	0	0.920773
1	6	4	1	0.957447
1	6	4	2	3.027509
1	6	4	3	6.148010
1	6	4	4	3.384676
1	6	4	5	2.531491
1	6	4	6	2.301618
1	6	4	7	1.037688
1	6	5	0	-0.016693
1	6	5	1	0.009858
1	6	5	2	1.862733
1	6	5	3	2.553255
1	6	5	4	2.206309
1	6	5	5	2.025116
1	6	5	6	0.650321
1	6	5	7	0.027820
1	6	6	0	0.000000
1	6	6	1	-0.009926
1	6	6	2	0.072662
1	6	6	3	0.931206
1	6	6	4	0.278754
1	6	6	5	-0.011133
1	6	6	6	-0.011723
1	6	6	7	0.000000
1	6	7	0	0.000000
1	6	7	1	0.000000
1	6	7	2	0.039263
1	6	7	3	0.367404
1	6	7	4	0.501523
1	6	7	5	0.403043
1	6	7	6	0.058106
1	6	7	7	0.000000
1	7	0	0	0.000000
1	7	0	1	0.006423
1	7	0	2	-0.059591
1	7	0	3	0.459312
1	7	0	4	0.125827
1	7	0	5	0.029554
1	7	0	6	-0.018644
1	7	0	7	0.000032
1	7	1	0	0.000271
1	7	1	1	-0.012391
1	7	1	2	0.262942
1	7	1	3	1.060113
1	7	1	4	0.315473
1	7	1	5	0.555205
1	7	1	6	0.058166
1	7	1	7	0.022208
1	7	2	0	-0.036886
1	7	2	1	-0.001512
1	7	2	2	-0.030414
1	7	2	3	0.321846
1	7	2	4	-0.115934
1	7	2	5	0.103133
1	7	2	6	-0.254297
1	7	2	7	0.065345
1	7	3	0	-0.008687
1	7	3	1	0.061331
1	7	3	2	0.790915
1	7	3	3	0.359120
1	7	3	4	0.839292
1	7	3	5	0.915413
1	7	3	6	-0.020473
1	7	3	7	-0.026544
1	7	4	0	0.002328
1	7	4	1	0.018097
1	7	4	2	0.094333
1	7	4	3	0.502523
1	7	4	4	-0.535955
1	7	4	5	-0.025854
1	7	4	6	0.111709
1	7	4	7	-0.003061
1	7	5	0	0.000000
1	7	5	1	-0.013948
1	7	5	2	1.656046
1	7	5	3	1.764914
1	7	5	4	3.450524
1	7	5	5	3.065221
1	7	5	6	0.100337
1	7	5	7	0.000000
1	7	6	0	0.000000
1	7	6	1	0.033516
1	7	6	2	0.354041
1	7	6	3	3.654050
1	7	6	4	4.212264
1	7	6	5	1.649253
1	7	6	6	0.005273
1	7	6	7	0.000000
1	7	7	0	0.000000
1	7	7	1	0.000000
1	7	7	2	-0.005643
1	7	7	3	0.129295
1	7	7	4	0.207050
1	7	7	5	0.007901
1	7	7	6	0.037685
1	7	7	7	0.000000
t = 70000
0	0	0	0	1.403153
0	0	0	1	2.691939
0	0	0	2	3.185142
0	0	0	3	1.401322
0	0	0	4	0.125893
0	0	0	5	-0.002012
0	0	0	6	-0.018000
0	0	0	7	0.683729
0	0	1	0	0.316068
0	0	1	1	-0.351813
0	0	1	2	-0.848845
0	0	1	3	-0.075484
0	0	1	4	0.095530
0	0	1	5	-0.000197
0	0	1	6	0.103078
0	0	1	7	-0.471006
0	0	2	0	-0.038905
0	0	2	1	0.224508
0	0	2	2	0.008988
0	0	2	3	-0.091402
0	0	2	4	0.019615
0	0	2	5	-0.000002
0	0	2	6	0.006017
0	0	2	7	-0.007258
0	0	3	0	-0.086611
0	0	3	1	0.379349
0	0	3	2	0.380594
0	0	3	3	0.028680
0	0	3	4	0.000000
0	0	3	5	0.000000
0	0	3	6	-0.026679
0	0	3	7	0.001940
0	0	4	0	0.558564
0	0	4	1	0.106395
0	0	4	2	0.500456
0	0	4	3	0.035487
0	0	4	4	0.000000
0	0	4	5	0.000000
0	0	4	6	-0.180404
0	0	4	7	0.561488
0	0	5	0	0.774625
0	0	5	1	0.256833
0	0	5	2	0.242670
0	0	5	3	-0.144673
0	0	5	4	-0.001388
0	0	5	5	-0.005865
0	0	5	6	0.417759
0	0	5	7	0.171491
0	0	6	0	0.124274
0	0	6	1	0.198639
0	0	6	2	0.131362
0	0	6	3	0.700243
0	0	6	4	0.003943
0	0	6	5	-0.026107
0	0	6	6	-0.276943
0	0	6	7	1.223504
0	0	7	0	-0.388502
0	0	7	1	0.393943
0	0	7	2	0.176147
0	0	7	3	-0.236122
0	0	7	4	-0.029954
0	0	7	5	0.374425
0	0	7	6	0.193364
0	0	7	7	0.287391
0	1	0	0	0.272449
0	1	0	1	0.570314
0	1	0	2	-0.111412
0	1	0	3	0.545175
0	1	0	4	-0.118375
0	1	0	5	0.000000
0	1	0	6	-0.096897
0	1	0	7	-0.584754
0	1	1	0	5.634698
0	1	1	1	5.706925
0	1	1	2	4.969204
0	1	1	3	4.864762
0	1	1	4	1.127211
0	1	1	5	0.002969
0	1	1	6	-0.712242
0	1	1	7	2.489502
0	1	2	0	1.250946
0	1	2	1	0.464942
0	1	2	2	1.292908
0	1	2	3	0.092718
0	1	2	4	0.259424
0	1	2	5	-0.013058
0	1	2	6	-0.050613
0	1	2	7	-0.009050
0	1	3	0	-0.049667
0	1	3	1	0.180610
0	1	3	2	0.042247
0	1	3	3	-0.005417
0	1	3	4	-0.000453
0	1	3	5	0.000000
0	1	3	6	0.008766
0	1	3	7	-0.060610
0	1	4	0	0.864977
0	1	4	1	1.544454
0	1	4	2	0.053493
0	1	4	3	-0.006401
0	1	4	4	0.000000
0	1	4	5	0.000000
0	1	4	6	-0.029348
0	1	4	7	0.071020
0	1	5	0	0.612381
0	1	5	1	0.889303
0	1	5	2	0.701850
0	1	5	3	0.135788
0	1	5	4	0.000119
0	1	5	5	-0.009243
0	1	5	6	-0.330831
0	1	5	7	0.820139
0	1	6	0	0.888549
0	1	6	1	0.625286
0	1	6	2	0.089811
0	1	6	3	0.525641
0	1	6	4	-0.035968
0	1	6	5	0.108694
0	1	6	6	0.065504
0	1	6	7	0.031174
0	1	7	0	0.623353
0	1	7	1	0.335241
0	1	7	2	-0.235287
0	1	7	3	0.736753
0	1	7	4	0.047358
0	1	7	5	0.063879
0	1	7	6	0.123336
0	1	7	7	0.273633
0	2	0	0	0.338197
0	2	0	1	0.552804
0	2	0	2	0.961063
0	2	0	3	0.361043
0	2	0	4	0.293443
0	2	0	5	-0.103698
0	2	0	6	-0.091740
0	2	0	7	0.649789
0	2	1	0	0.224927
0	2	1	1	0.412306
0	2	1	2	0.516663
0	2	1	3	0.734757
0	2	1	4	0.073330
0	2	1	5	-0.121507
0	2	1	6	0.257587
0	2	1	7	0.369740
0	2	2	0	4.431169
0	2	2	1	0.964857
0	2	2	2	1.148500
0	2	2	3	0.719571
0	2	2	4	0.113483
0	2	2	5	0.113764
0	2	2	6	0.021767
0	2	2	7	0.137450
0	2	3	0	0.972565
0	2	3	1	0.261675
0	2	3	2	0.015947
0	2	3	3	-0.090866
0	2	3	4	0.001722
0	2	3	5	-0.023390
0	2	3	6	0.527195
0	2	3	7	0.473982
0	2	4	0	0.188660
0	2	4	1	0.065896
0	2	4	2	-0.011743
0	2	4	3	-0.003944
0	2	4	4	0.000000
0	2	4	5	0.000000
0	2	4	6	-0.038048
0	2	4	7	0.115168
0	2	5	0	0.927150
0	2	5	1	-0.168687
0	2	5	2	0.008382
0	2	5	3	0.004402
0	2	5	4	0.000000
0	2	5	5	-0.000570
0	2	5	6	-0.088011
0	2	5	7	0.044251
0	2	6	0	0.659798
0	2	6	1	0.688335
0	2	6	2	0.284678
0	2	6	3	0.030568
0	2	6	4	-0.006230
0	2	6	5	-0.000110
0	2	6	6	-0.002720
0	2	6	7	-0.186723
0	2	7	0	0.728639
0	2	7	1	1.280588
0	2	7	2	0.330084
0	2	7	3	-0.027082
0	2	7	4	-0.074505
0	2	7	5	-0.031070
0	2	7	6	0.030030
0	2	7	7	0.644993
0	3	0	0	0.688791
0	3	0	1	0.149843
0	3	0	2	0.716665
0	3	0	3	-0.308565
0	3	0	4	0.890478
0	3	0	5	0.838672
0	3	0	6	0.666360
0	3	0	7	-0.072856
0	3	1	0	0.184613
0	3	1	1	1.035732
0	3	1	2	0.563443
0	3	1	3	-0.042208
0	3	1	4	0.627786
0	3	1	5	0.685647
0	3	1	6	0.155461
0	3	1	7	-0.002262
0	3	2	0	-0.160653
0	3	2	1	0.500862
0	3	2	2	-0.076052
0	3	2	3	0.162769
0	3	2	4	0.043936
0	3	2	5	0.049137
0	3	2	6	0.095534
0	3	2	7	0.030230
0	3	3	0	0.884580
0	3	3	1	0.980925
0	3	3	2	0.751871
0	3	3	3	0.368981
0	3	3	4	0.000000
0	3	3	5	-0.018306
0	3	3	6	0.158169
0	3	3	7	0.041472
0	3	4	0	0.237168
0	3	4	1	0.093559
0	3	4	2	-0.112147
0	3	4	3	0.042062
0	3	4	4	0.000000
0	3	4	5	0.019478
0	3	4	6	-0.327045
0	3	4	7	-0.115116
0	3	5	0	-0.021826
0	3	5	1	0.006059
0	3	5	2	-0.078402
0	3	5	3	-0.003008
0	3	5	4	0.000000
0	3	5	5	0.020871
0	3	5	6	-0.096249
0	3	5	7	-0.043892
0	3	6	0	0.406532
0	3	6	1	-0.157909
0	3	6	2	1.586128
0	3	6	3	0.062631
0	3	6	4	-0.000003
0	3	6	5	-0.044012
0	3	6	6	0.584059
0	3	6	7	0.195469
0	3	7	0	0.929128
0	3	7	1	0.060312
0	3	7	2	0.931454
0	3	7	3	0.654428
0	3	7	4	-0.311085
0	3	7	5	-0.001959
0	3	7	6	0.968677
0	3	7	7	0.907746
0	4	0	0	0.044969
0	4	0	1	0.773317
0	4	0	2	0.647903
0	4	0	3	0.699162
0	4	0	4	0.482834
0	4	0	5	0.442608
0	4	0	6	0.420211
0	4	0	7	0.294744
0	4	1	0	1.534671
0	4	1	1	0.561451
0	4	1	2	0.477714
0	4	1	3	0.118769
0	4	1	4	0.606889
0	4	1	5	0.249072
0	4	1	6	0.130891
0	4	1	7	1.496007
0	4	2	0	-0.029964
0	4	2	1	0.443581
0	4	2	2	0.269644
0	4	2	3	-0.004820
0	4	2	4	0.594104
0	4	2	5	0.228110
0	4	2	6	0.016959
0	4	2	7	0.011766
0	4	3	0	-0.072014
0	4	3	1	0.107175
0	4	3	2	0.347291
0	4	3	3	0.062142
0	4	3	4	0.000000
0	4	3	5	0.001415
0	4	3	6	-0.117389
0	4	3	7	-0.018358
0	4	4	0	-0.119629
0	4	4	1	0.000305
0	4	4	2	1.467659
0	4	4	3	0.096351
0	4	4	4	0.000000
0	4	4	5	-0.166808
0	4	4	6	1.247079
0	4	4	7	0.413197
0	4	5	0	-0.032967
0	4	5	1	0.592394
0	4	5	2	-0.071251
0	4	5	3	-0.099907
0	4	5	4	0.000000
0	4	5	5	-0.020120
0	4	5	6	0.823497
0	4	5	7	-0.090116
0	4	6	0	0.174250
0	4	6	1	-0.225295
0	4	6	2	1.516568
0	4	6	3	0.049413
0	4	6	4	-0.028344
0	4	6	5	-0.072284
0	4	6	6	-0.035025
0	4	6	7	0.241702
0	4	7	0	0.297772
0	4	7	1	0.027487
0	4	7	2	0.796742
0	4	7	3	0.175708
0	4	7	4	0.208858
0	4	7	5	0.579637
0	4	7	6	0.586490
0	4	7	7	0.185335
0	5	0	0	1.112561
0	5	0	1	0.301125
0	5	0	2	0.300034
0	5	0	3	0.655093
0	5	0	4	0.463380
0	5	0	5	0.117894
0	5	0	6	0.546478
0	5	0	7	0.091130
0	5	1	0	-0.114498
0	5	1	1	0.540474
0	5	1	2	0.454860
0	5	1	3	0.273850
0	5	1	4	0.342137
0	5	1	5	0.454135
0	5	1	6	-0.086050
0	5	1	7	0.089208
0	5	2	0	-0.398957
0	5	2	1	0.439937
0	5	2	2	0.494303
0	5	2	3	0.014745
0	5	2	4	0.362242
0	5	2	5	0.298120
0	5	2	6	0.106303
0	5	2	7	0.108454
0	5	3	0	-0.005145
0	5	3	1	-0.043648
0	5	3	2	0.003897
0	5	3	3	0.000741
0	5	3	4	0.000000
0	5	3	5	0.000011
0	5	3	6	-0.071279
0	5	3	7	-0.115816
0	5	4	0	0.153669
0	5	4	1	-0.578307
0	5	4	2	-0.149274
0	5	4	3	-0.037505
0	5	4	4	0.000000
0	5	4	5	-0.004507
0	5	4	6	0.327303
0	5	4	7	-0.299507
0	5	5	0	1.530830
0	5	5	1	3.046653
0	5	5	2	2.732335
0	5	5	3	1.378471
0	5	5	4	0.016069
0	5	5	5	-0.000860
0	5	5	6	-0.449262
0	5	5	7	2.835397
0	5	6	0	0.962980
0	5	6	1	2.020246
0	5	6	2	0.734328
0	5	6	3	0.056343
0	5	6	4	0.445744
0	5	6	5	0.000970
0	5	6	6	0.153581
0	5	6	7	0.621843
0	5	7	0	-0.221988
0	5	7	1	0.055478
0	5	7	2	0.737583
0	5	7	3	0.706309
0	5	7	4	0.006185
0	5	7	5	-0.013428
0	5	7	6	-0.056589
0	5	7	7	-0.200526
0	6	0	0	0.611390
0	6	0	1	0.085930
0	6	0	2	0.324805
0	6	0	3	0.103171
0	6	0	4	0.237152
0	6	0	5	-0.002749
0	6	0	6	-0.027903
0	6	0	7	0.703247
0	6	1	0	1.207849
0	6	1	1	0.230830
0	6	1	2	1.327345
0	6	1	3	0.166842
0	6	1	4	0.136190
0	6	1	5	0.198408
0	6	1	6	-0.339595
0	6	1	7	0.395904
0	6	2	0	1.186090
0	6	2	1	0.763772
0	6	2	2	0.660071
0	6	2	3	0.040543
0	6	2	4	0.005267
0	6	2	5	0.005954
0	6	2	6	0.790770
0	6	2	7	0.185489
0	6	3	0	0.082619
0	6	3	1	0.030473
0	6	3	2	-0.002315
0	6	3	3	0.000976
0	6	3	4	0.000000
0	6	3	5	-0.005975
0	6	3	6	0.422254
0	6	3	7	0.355330
0	6	4	0	0.237550
0	6	4	1	0.018784
0	6	4	2	0.252953
0	6	4	3	0.027166
0	6	4	4	0.000000
0	6	4	5	0.000000
0	6	4	6	0.056590
0	6	4	7	-0.089746
0	6	5	0	0.172341
0	6	5	1	-0.172224
0	6	5	2	-0.234247
0	6	5	3	-0.155806
0	6	5	4	-0.406705
0	6	5	5	0.000000
0	6	5	6	-0.327835
0	6	5	7	-0.300751
0	6	6	0	5.295955
0	6	6	1	2.755362
0	6	6	2	3.602880
0	6	6	3	3.332444
0	6	6	4	1.452403
0	6	6	5	-0.051777
0	6	6	6	0.257603
0	6	6	7	4.159765
0	6	7	0	1.731595
0	6	7	1	1.703653
0	6	7	2	1.593662
0	6	7	3	0.263372
0	6	7	4	-0.159489
0	6	7	5	-0.021036
0	6	7	6	1.409325
0	6	7	7	0.551142
0	7	0	0	1.440731
0	7	0	1	1.735104
0	7	0	2	1.161654
0	7	0	3	0.514151
0	7	0	4	0.106372
0	7	0	5	0.009361
0	7	0	6	0.193723
0	7	0	7	0.826847
0	7	1	0	1.128668
0	7	1	1	-0.135160
0	7	1	2	0.645782
0	7	1	3	-0.080919
0	7	1	4	0.010424
0	7	1	5	0.062257
0	7	1	6	0.498187
0	7	1	7	0.099096
0	7	2	0	1.145011
0	7	2	1	0.580068
0	7	2	2	0.162970
0	7	2	3	0.024261
0	7	2	4	-0.012407
0	7	2	5	-0.019152
0	7	2	6	-0.082335
0	7	2	7	0.358032
0	7	3	0	0.315353
0	7	3	1	0.522297
0	7	3	2	0.958903
0	7	3	3	-0.001937
0	7	3	4	0.000000
0	7	3	5	-0.003624
0	7	3	6	0.063052
0	7	3	7	0.038429
0	7	4	0	-0.149970
0	7	4	1	0.544568
0	7	4	2	0.841927
0	7	4	3	0.027760
0	7	4	4	0.000000
0	7	4	5	0.000000
0	7	4	6	-0.190333
0	7	4	7	0.384394
0	7	5	0	0.925420
0	7	5	1	0.150262
0	7	5	2	0.856063
0	7	5	3	0.000111
0	7	5	4	0.000276
0	7	5	5	-0.019648
0	7	5	6	1.177276
0	7	5	7	1.349640
0	7	6	0	0.200200
0	7	6	1	0.551435
0	7	6	2	0.399757
0	7	6	3	-0.183119
0	7	6	4	-0.043878
0	7	6	5	-0.038248
0	7	6	6	0.434580
0	7	6	7	0.336025
0	7	7	0	3.421975
0	7	7	1	4.238893
0	7	7	2	4.372030
0	7	7	3	2.349558
0	7	7	4	0.513711
0	7	7	5	-0.100539
0	7	7	6	-0.038366
0	7	7	7	3.566646
1	0	0	0	0.000139
1	0	0	1	0.000000
1	0	0	2	0.000136
1	0	0	3	0.459008
1	0	0	4	1.088695
1	0	0	5	2.758345
1	0	0	6	1.650182
1	0	0	7	0.836878
1	0	1	0	-0.000293
1	0	1	1	0.000000
1	0	1	2	0.008265
1	0	1	3	-0.263721
1	0	1	4	0.162834
1	0	1	5	0.261099
1	0	1	6	-0.815819
1	0	1	7	-0.425317
1	0	2	0	0.107827
1	0	2	1	-0.002352
1	0	2	2	-0.019868
1	0	2	3	0.280581
1	0	2	4	0.885968
1	0	2	5	0.224928
1	0	2	6	0.590005
1	0	2	7	0.100165
1	0	3	0	0.790736
1	0	3	1	-0.000398
1	0	3	2	-0.000273
1	0	3	3	-0.050728
1	0	3	4	0.275399
1	0	3	5	-0.195389
1	0	3	6	0.067501
1	0	3	7	0.225776
1	0	4	0	0.017743
1	0	4	1	0.000029
1	0	4	2	0.164960
1	0	4	3	0.171642
1	0	4	4	0.366940
1	0	4	5	0.893393
1	0	4	6	0.747585
1	0	4	7	0.022263
1	0	5	0	0.000000
1	0	5	1	0.000000
1	0	5	2	-0.099646
1	0	5	3	0.396472
1	0	5	4	0.288055
1	0	5	5	0.513558
1	0	5	6	0.042781
1	0	5	7	-0.000421
1	0	6	0	0.000000
1	0	6	1	0.000000
1	0	6	2	-0.001098
1	0	6	3	0.057472
1	0	6	4	0.278505
1	0	6	5	0.520301
1	0	6	6	0.072722
1	0	6	7	-0.000903
1	0	7	0	0.000000
1	0	7	1	0.000000
1	0	7	2	0.000000
1	0	7	3	0.106833
1	0	7	4	-0.026043
1	0	7	5	0.394549
1	0	7	6	0.570095
